sample_id,dataset_index,audio_duration_seconds,ground_truth,transcription,normalized_reference,normalized_hypothesis,wer,substitutions,deletions,insertions,reference_words,ttfb_seconds
e820357c-d0b5-11dd-6085-7c8a73e9d335,4,10.5619375,I was wondering if you could help me find the nearest public library that has evening hours on Thursday because I work lake and,"I want Yes Wonder If you We'll have Help me find The new There is public library Sorry That has It's It's If you're Many hours Of course, I'll do it On Thursday. Because Yes I Fourth Lane Take Um.",i was wondering if you could help me find the nearest public library that has evening hours on thursday because i work lake and,i want yes wonder if you we will have help me find the new there is public library that has it is it is if you are many hours i will do it on thursday because yes i fourth lane take,0.9583333333333334,7,0,16,24,0.2930021286010742
60590679-1bb1-0cd7-32a9-c3f21c7b5d05,34,12.98025,"Please explain the difference between a traditional IRA and a Roth IRA in terms of their tax advantages, contribution limits, and the rules governing withdrawals during retirement for each account type.","Please explain the difference between the two International IRA and the Roths IRA in terms of their Please explain the difference between the two International IRA and the Roths IRA in terms of their Yes, that Monteys Contribution limit And the rules governing withdrawals during retirement for each account And the rules governing withdrawals during retirement for each account Phone's type",please explain the difference between a traditional ira and a roth ira in terms of their tax advantages contribution limits and the rules governing withdrawals during retirement for each account type,please explain the difference between the two international ira and the roths ira in terms of their please explain the difference between the two international ira and the roths ira in terms of their yes that monteys contribution limit and the rules governing withdrawals during retirement for each account and the rules governing withdrawals during retirement for each account phones type,0.9393939393939394,3,0,28,33,0.3887460231781006
356d3518-21f9-a281-9ed9-fa950f81d8fc,22,3.226,a private league and then they played for their high school,"Uh, private league, and then they played for their high school Uh, private league, and then they played for their high school Well.",a private league and then they played for their high school,private league and then they played for their high school private league and then they played for their high school,0.9090909090909091,0,0,10,11,0.24906516075134277
f1069e64-44c8-9fd5-d54e-f03567582f63,10,4.224,We might need to prepare for the possibility that,We might need to prepare for the possibility We might need to prepare for the possibility That,we might need to prepare for the possibility that,we might need to prepare for the possibility we might need to prepare for the possibility that,0.8888888888888888,0,0,8,9,0.3226430416107178
89975396-e899-57de-9534-d71d04867968,12,8.315375,Please add organic olive oil whole wheat bread and three ripe avocados to my shopping list,Please That That L- Organic olive oil all What? For whole wheat bread and three ripe avocados For whole wheat bread and three ripe avocados to my shopping list.,please add organic olive oil whole wheat bread and three ripe avocados to my shopping list,please that that l organic olive oil all what for whole wheat bread and three ripe avocados for whole wheat bread and three ripe avocados to my shopping list,0.8823529411764706,0,1,14,17,0.2647361755371094
fbe7161c-ac49-4909-1608-3a32179341f3,25,7.507125,Find a nearby gas station that is open right now and has diesel fuel,I find a There are I think As a station that is open right now unhas This is fuel,find a nearby gas station that is open right now and has diesel fuel,i find a there are i think as a station that is open right now unhas this is fuel,0.8571428571428571,6,1,5,14,0.31400394439697266
bdbbe0e2-ba12-e935-1215-8f805cfa4ee1,98,14.90175,"I'm trying to set up parental controls on my child's new tablet but the interface is really confusing and I can't figure out so how to restrict access to specific applications and websites""",I'm trying to set up Payantak Controls on my child's new tablet. There is no sound. But The interface is really confusing and I can't figure out The interface is really confusing and I can't figure out The There is no sound So How to restrict access to specific applications? How to restrict access to specific applications? and websites,i am trying to set up parental controls on my child's new tablet but the interface is really confusing and i can not figure out so how to restrict access to specific applications and websites,i am trying to set up payantak controls on my child's new tablet there is no sound but the interface is really confusing and i can not figure out the interface is really confusing and i can not figure out the there is no sound so how to restrict access to specific applications how to restrict access to specific applications and websites,0.8181818181818182,1,0,26,33,0.2822248935699463
60cda6b7-778b-7520-118c-19f025fe0e4f,77,11.632,My office number is 7 1 4 5 5 5 6 7 8 9,I My office number is 7 1 4 5 5 5 7 1 4 5 5 5 Yes. 6 7 8 9.,my office number is 7 1 4 5 5 5 6 7 8 9,i my office number is 7 1 4 5 5 5 7 1 4 5 5 5 yes 6 7 8 9,0.8,0,0,8,10,0.23167800903320312
06c41bf6-3d0e-be8a-37da-e8e76c13a25c,99,4.24175,How do I approach the topic of finances with my,How do I approach the topic of finances? How do I approach the topic of finances? With my,how do i approach the topic of finances with my,how do i approach the topic of finances how do i approach the topic of finances with my,0.8,0,0,8,10,0.445828914642334
152f8aa9-5d91-31c0-60ca-0d6c68261e13,26,10.298875,I'm interested in learning how to play the ukulele and I was wondering if you could recommend some beginner-friendly tutorials or online courses that I could,"I'm interested in learning how to play the ukulele Ukulele, and I was wondering if you could recommend some I'm interested in learning how to play the ukulele Ukulele, and I was wondering if you could recommend some Beginner friendly tutorials or online courses Horses that I could",i am interested in learning how to play the ukulele and i was wondering if you could recommend some beginner friendly tutorials or online courses that i could,i am interested in learning how to play the ukulele ukulele and i was wondering if you could recommend some i am interested in learning how to play the ukulele ukulele and i was wondering if you could recommend some beginner friendly tutorials or online courses horses that i could,0.7857142857142857,1,0,21,28,0.3858330249786377
e02b3cc7-0a8d-83d6-85a4-1f3240b18e47,2,12.8376875,Please provide a detailed comparison of the pros and cons of solar panel installation for a home including initial cost long-term savings maintenance and potential environmental benefits,"Please provide Yeah, detailed comparison of the pros and cons of solar power panel installation for a home, including initial cost Yeah, detailed comparison of the pros and cons of solar power panel installation for a home, including initial cost cost long term savings Maintenance and potential environmental benefits.",please provide a detailed comparison of the pros and cons of solar panel installation for a home including initial cost long term savings maintenance and potential environmental benefits,please provide yeah detailed comparison of the pros and cons of solar power panel installation for a home including initial cost yeah detailed comparison of the pros and cons of solar power panel installation for a home including initial cost cost long term savings maintenance and potential environmental benefits,0.7407407407407407,0,0,20,27,0.2985799312591553
c2cbcd7e-2ffa-3b46-f088-204d8898e2c5,11,10.26975,I need to find a replacement water filter for my specific refrigerator model but I can't find the model number anywhere on the unit and I was hoping you could help me identify,"I need to find a replacement water filter It's It's Sure. My specific It's a Hey, bro refrigerator model, but I can't find the model number anywhere on the unit. refrigerator model, but I can't find the model number anywhere on the unit. And I was I'm hoping you could help me out Identify it",i need to find a replacement water filter for my specific refrigerator model but i can not find the model number anywhere on the unit and i was hoping you could help me identify,i need to find a replacement water filter it is it is sure my specific it is a hey bro refrigerator model but i can not find the model number anywhere on the unit refrigerator model but i can not find the model number anywhere on the unit and i was i am hoping you could help me out identify it,0.7352941176470589,0,0,25,34,0.3342630863189697
d1756da4-a19b-ed98-915b-ddefe9eb6ab0,8,8.842375,I'm planning a trip to the National Park next month and I need to find out if I have to reserve a time slot to enter the park or if I can,I'm planning a trip to the national park next I'm planning a trip to the national park next month And I need to find out if I have to reserve a time slot to And I need to find out if I have to reserve a time slot to Enter the park. Or if I can.,i am planning a trip to the national park next month and i need to find out if i have to reserve a time slot to enter the park or if i can,i am planning a trip to the national park next i am planning a trip to the national park next month and i need to find out if i have to reserve a time slot to and i need to find out if i have to reserve a time slot to enter the park or if i can,0.7272727272727273,0,0,24,33,0.38812804222106934
ea91b37f-c2c8-ed28-1176-a3075410d132,74,10.9106875,"My laptop's fan has been running constantly at maximum speed for the past hour even when I only have a single web browser tab open, making it extremely noisy.",My lab tops Yes. Fan has been And running One more Constantly At Max Excellent feed for the past hour even when I only have a single web browser feed for the past hour even when I only have a single web browser Browser tab open. making it extremely noisy.,my laptops fan has been running constantly at maximum speed for the past hour even when i only have a single web browser tab open making it extremely noisy,my lab tops yes fan has been and running one more constantly at max excellent feed for the past hour even when i only have a single web browser feed for the past hour even when i only have a single web browser browser tab open making it extremely noisy,0.7241379310344828,2,0,19,29,0.39617490768432617
937c1bf8-4857-71dc-c05f-dfe0a21b65ca,27,7.008,"The salesperson told me this would be compatible with my existing setup, but it doesn't seem to","The Salesperson Tell me this will be compatible with my existing setup, but it doesn't Tell me this will be compatible with my existing setup, but it doesn't It doesn't seem to",the salesperson told me this would be compatible with my existing setup but it does not seem to,the salesperson tell me this will be compatible with my existing setup but it does not tell me this will be compatible with my existing setup but it does not it does not seem to,0.7222222222222222,0,0,13,18,0.4185218811035156
9eba9131-2cf8-873d-9dc3-207ad8276555,16,14.0976875,I have an important job interview for tomorrow for a project manager position and I'd like you to help me prepare by asking me some common behavioral questions related to leadership and conflict resolution,"I have an Important chapter of the Vipra Tantra Tomorrow. For a project manager position, and I'd like you to help me For a project manager position, and I'd like you to help me Prepare. They're asking me some common behavioral questions Related to leadership I'm And conflict resolution.",i have an important job interview for tomorrow for a project manager position and i would like you to help me prepare by asking me some common behavioral questions related to leadership and conflict resolution,i have an important chapter of the vipra tantra tomorrow for a project manager position and i would like you to help me for a project manager position and i would like you to help me prepare they are asking me some common behavioral questions related to leadership i am and conflict resolution,0.6666666666666666,4,0,18,33,0.29091596603393555
da66feba-9052-77a3-3334-8cc99533b59a,41,4.34375,Could you check reading R dash seven eight nine,Could you check reading R dash? Could you check reading R dash? 7 8 9.,could you check reading r dash seven eight nine,could you check reading r dash could you check reading r dash seven eight nine,0.6666666666666666,0,0,6,9,0.3844728469848633
4484a2a0-a854-cd3f-74ef-75c7231b39b8,24,12.8733125,"I'm trying to understand the billing cycle for my new internet service, specifically whether I'm billed for the month ahead or for the month that has just passed. So","I'm trying to understand the building cycle I'm trying to understand the building cycle for my new internet service Specifically, whether I'm built for the month ahead Specifically, whether I'm built for the month ahead or For the month that has just passed Pass So",i am trying to understand the billing cycle for my new internet service specifically whether i am billed for the month ahead or for the month that has just passed so,i am trying to understand the building cycle i am trying to understand the building cycle for my new internet service specifically whether i am built for the month ahead specifically whether i am built for the month ahead or for the month that has just passed pass so,0.6551724137931034,2,0,17,29,0.6673281192779541
9c6b0b65-af07-75c7-e6de-757bd7dbf775,28,11.8279375,My friend and I are having a debate about whether a tomato is a fruit or a vegetable and I'd like to find a definitive botanical explanation to settle the,My Aaron and I are having a debate about whether it matters These are fruits or vegetables Cable And I'd like to Find a definitive botanical explanation to set to Find a definitive botanical explanation to set to See,my friend and i are having a debate about whether a tomato is a fruit or a vegetable and i would like to find a definitive botanical explanation to settle the,my aaron and i are having a debate about whether it matters these are fruits or vegetables cable and i would like to find a definitive botanical explanation to set to find a definitive botanical explanation to set to see,0.6206896551724138,7,1,10,29,0.3094940185546875
759e278d-2d5f-dd75-9738-ec0555bbcfb1,52,13.6645,The garbage collection for our street was missed this week and all the neighbors still have their bins out on the curb so we were all trying to figure out if,"I'm good garbage collection for our street was missed this week We and all the neighbors It's Still have their bins out on the curb, so we were all trying Still have their bins out on the curb, so we were all trying figure out if",the garbage collection for our street was missed this week and all the neighbors still have their bins out on the curb so we were all trying to figure out if,i am good garbage collection for our street was missed this week we and all the neighbors it is still have their bins out on the curb so we were all trying still have their bins out on the curb so we were all trying figure out if,0.6129032258064516,2,0,17,31,0.4430668354034424
47ab8b1c-9dc9-88b1-153e-f33553a906ec,48,10.4061875,I was wondering if you could look up my account and see if the last transaction from the corner grocery store has posted because it's not showing,I was Wondering if If you You could look up my account and see if the last transaction You could look up my account and see if the last transaction from the Owner grocery store The store has posted Because it's not showing,i was wondering if you could look up my account and see if the last transaction from the corner grocery store has posted because it is not showing,i was wondering if if you you could look up my account and see if the last transaction you could look up my account and see if the last transaction from the owner grocery store the store has posted because it is not showing,0.6071428571428571,1,0,16,28,0.30915188789367676
209eda2a-35fa-868a-1ac6-d74fa208bbcf,92,5.848125,My sister called me about the birthday party and,My sister called me up My sister called me up About the birthday party And,my sister called me about the birthday party and,my sister called me up my sister called me up about the birthday party and,0.5555555555555556,0,0,5,9,0.33187270164489746
03fdf223-366c-280d-ac70-3be5555afb6a,7,11.9815,Could you compare the main features and pricing plans of the top three cloud storage providers to help me decide which service best suits my personal data backup needs,Could you compare the main features and pricing? Could you compare the main features and pricing? planning Of the top three There is no sound There is no sound Clouds Storage providers to help me decide which storage service It's My personal data backup needs.,could you compare the main features and pricing plans of the top three cloud storage providers to help me decide which service best suits my personal data backup needs,could you compare the main features and pricing could you compare the main features and pricing planning of the top three there is no sound there is no sound clouds storage providers to help me decide which storage service its my personal data backup needs,0.5517241379310345,2,1,13,29,0.2242140769958496
9e911f0d-f574-2970-3da1-7560a381d08f,62,14.623375,I believe my property tax assessment for this year is incorrect as it's significantly higher than all of my neighbors' assessments for similarly sized homes so I was wondering about,I believe my proper I'm doing tax assessment For this year is incorrect Correct. As it's significantly higher than all of my As it's significantly higher than all of my My neighbor's assessments For similarly sized homes So I was wondering out,i believe my property tax assessment for this year is incorrect as it is significantly higher than all of my neighbors assessments for similarly sized homes so i was wondering about,i believe my proper i am doing tax assessment for this year is incorrect correct as it is significantly higher than all of my as it is significantly higher than all of my my neighbors assessments for similarly sized homes so i was wondering out,0.5517241379310345,1,0,15,29,0.37029480934143066
58fac144-68f5-2aec-75f2-39337afa1447,42,14.3614375,Can you help me troubleshoot my smart home thermostat which was disconnected from the Wi-Fi network and is no longer responding to any commands from its mobile application or voice controls?,Can you? You help Shall we Also shoot my smart home thermostat which was disconnected. Also shoot my smart home thermostat which was disconnected. There is no sound. from The WiFi network and is no longer responsive Bonding any commands From its Mobile application or Voice controls,can you help me troubleshoot my smart home thermostat which was disconnected from the wi fi network and is no longer responding to any commands from its mobile application or voice controls,can you you help shall we also shoot my smart home thermostat which was disconnected also shoot my smart home thermostat which was disconnected there is no sound from the wi fi network and is no longer responsive bonding any commands from its mobile application or voice controls,0.5483870967741935,2,0,15,31,0.24942994117736816
ddcfaf85-f15a-1908-3660-c43260ecc5aa,63,10.443875,Can you tell me how to clear the cake and cookies on my web browser and also explain what the potential benefits of doing this regularly for my computer's performance are,Can you tell? Tell me how to clear the cache And cookies on my web browser I'm also Same for the potential benefits of doing this regularly for my computer for the potential benefits of doing this regularly for my computer Performance are,can you tell me how to clear the cake and cookies on my web browser and also explain what the potential benefits of doing this regularly for my computers performance are,can you tell tell me how to clear the cache and cookies on my web browser i am also same for the potential benefits of doing this regularly for my computer for the potential benefits of doing this regularly for my computers performance are,0.5483870967741935,5,0,12,31,0.3330252170562744
00491bfc-a029-ee29-4523-f34805aadffa,29,13.3005625,"I'm trying to choose a new internet service provider for my apartment. Can you compare the available plans in my area based on download speed, monthly cost, data caps, and customer reviews?","I'm trying to choose a new internet service I'm trying to choose a new internet service ""for better for my apartment"". Can you compare the I have several plants in my area based on download speed I'm sorry Monthly cost Data caps. And customer reviews?",i am trying to choose a new internet service provider for my apartment can you compare the available plans in my area based on download speed monthly cost data caps and customer reviews,i am trying to choose a new internet service i am trying to choose a new internet service for better for my apartment can you compare the i have several plants in my area based on download speed i am sorry monthly cost data caps and customer reviews,0.5454545454545454,1,1,16,33,0.24676299095153809
b980f45a-7289-f63f-0923-2fe102deb8c2,6,7.350375,"The little green light on my laptop charger isn't on anymore, so",. The little green light on the The little green light on the My laptop Top Charger isn't on anymore. So,the little green light on my laptop charger is not on anymore so,the little green light on the the little green light on the my laptop top charger is not on anymore so,0.5384615384615384,0,0,7,13,0.27586889266967773
b54462d5-7706-c236-2e93-aa16724e2e42,67,10.368625,I need to file an insurance claim for a minor fender bender that happened yesterday afternoon but I'm not sure which specific form I need to fill out on your,I need We need to file an insurance claim for a minor fender bender that happened We need to file an insurance claim for a minor fender bender that happened Happened yesterday afternoon. But I'm not sure which specific form I need to fill out on your,i need to file an insurance claim for a minor fender bender that happened yesterday afternoon but i am not sure which specific form i need to fill out on your,i need we need to file an insurance claim for a minor fender bender that happened we need to file an insurance claim for a minor fender bender that happened happened yesterday afternoon but i am not sure which specific form i need to fill out on your,0.5161290322580645,0,0,16,31,0.3039538860321045
381eb51f-21fb-8b09-ef66-a8937b11d74d,38,9.970125,"I need to find the best route to the airport for a 7:00 a.m. flight tomorrow, avoiding the main highway because I heard there's major construction happening there","I need to find the best route to the airport for, a 7 AM flight tomorrow. Avoiding the main highway because I heard there's major construction Avoiding the main highway because I heard there's major construction Construction happening there",i need to find the best route to the airport for a 7 am flight tomorrow avoiding the main highway because i heard there is major construction happening there,i need to find the best route to the airport for a 7 am flight tomorrow avoiding the main highway because i heard there is major construction avoiding the main highway because i heard there is major construction construction happening there,0.5,0,0,14,28,0.30002522468566895
cf7edb90-0103-9853-b160-b81f7fc90fc0,32,13.610875,What is the process for obtaining a certified copy of a birth certificate from another state including which government office to contact and what information I will need to provide them?,What is the process We're obtaining a certified copy You have a birth certificate from another state Including which government office Contact And what information I will need to provide them? And what information I will need to provide them? M,what is the process for obtaining a certified copy of a birth certificate from another state including which government office to contact and what information i will need to provide them,what is the process we are obtaining a certified copy you have a birth certificate from another state including which government office contact and what information i will need to provide them and what information i will need to provide them m,0.4838709677419355,1,2,12,31,0.34048986434936523
ea7cd5dd-7c2d-8e30-9bb4-348f4a199080,61,11.5433125,I would like a recipe for a vegan lentil soup that is both hearty and easy to make on a weeknight preferably one that uses only common inexpensive pantry staple,"I Hello. Like a recipe for a vegan London soup that is both hearty Like a recipe for a vegan London soup that is both hearty And easy to make on a weekday preferably One that uses only common ""Inexpensive pantry staples.",i would like a recipe for a vegan lentil soup that is both hearty and easy to make on a weeknight preferably one that uses only common inexpensive pantry staple,i hello like a recipe for a vegan london soup that is both hearty like a recipe for a vegan london soup that is both hearty and easy to make on a weekday preferably one that uses only common inexpensive pantry staples,0.4838709677419355,1,0,14,31,0.2097461223602295
4b4d7013-00b1-742e-299a-1b22dab617ee,36,9.7248125,There is a large pothole in my street that is a major traffic hazard and I would like to report its location to the city's public works department,There is a large But ho- In my street That is a major Traffic hazard And I would like to report its location to the city's public And I would like to report its location to the city's public Works department.,there is a large pothole in my street that is a major traffic hazard and i would like to report its location to the citys public works department,there is a large but ho in my street that is a major traffic hazard and i would like to report its location to the citys public and i would like to report its location to the citys public works department,0.4827586206896552,1,0,13,29,0.31534314155578613
b134b8e1-b79b-0b14-e56c-95592bdb0361,88,10.8918125,Can you give me a simple easy to follow recipe for making homemade sourdough bread from scratch including instructions on how to create and maintain the necessary starter culture for the dough,"Can you give me a Simple, easy to follow recipe. For making homemade sourdough bread from scratch. In Including instructions on how to create and maintain the necessary startup Including instructions on how to create and maintain the necessary startup Better culture for the No.",can you give me a simple easy to follow recipe for making homemade sourdough bread from scratch including instructions on how to create and maintain the necessary starter culture for the dough,can you give me a simple easy to follow recipe for making homemade sourdough bread from scratch in including instructions on how to create and maintain the necessary startup including instructions on how to create and maintain the necessary startup better culture for the no,0.47058823529411764,3,0,13,34,0.41570305824279785
84ec1ac6-fe87-1b5d-63f1-c3ddf79fe444,18,11.950125,I believe there was an error in my last paycheck because the amount for overtime hours seems to be incorrect when I calculate it based on the hours I was submitted and,I believe there was an error in my last I'm sorry. I'm sorry. Paycheck because the month For overtime hours seem to be incorrect When I calculate it based on hours I was submitted There is no sound There is no sound And,i believe there was an error in my last paycheck because the amount for overtime hours seems to be incorrect when i calculate it based on the hours i was submitted and,i believe there was an error in my last i am sorry i am sorry paycheck because the month for overtime hours seem to be incorrect when i calculate it based on hours i was submitted there is no sound there is no sound and,0.46875,1,0,14,32,0.6504757404327393
2be830d1-be85-9f11-0d40-8fda864601b7,68,13.9956875,I am planning a cross road trip and need help creating a logical route that minimizes driving time while also including stops at three major national parks along the way,I am planning a cost country road trip. And need Help create an logical route that minimizes driving Help create an logical route that minimizes driving Time will all Also including stops At three three major national parks along the way,i am planning a cross road trip and need help creating a logical route that minimizes driving time while also including stops at three major national parks along the way,i am planning a cost country road trip and need help create an logical route that minimizes driving help create an logical route that minimizes driving time will all also including stops at three three major national parks along the way,0.4482758620689655,2,0,11,29,0.3348538875579834
a934808b-1458-4655-5c9c-26655716a079,66,13.180125,The expensive package I ordered was marked as delivered two days ago but I have not received it and it is not anywhere on my property I must initiate an immediate trace,"Yes, my I'm back again Jai ho It was marked as delivered two days ago, but I have I received it And it is not any way on my property, I must init Thank you. Immediate trees",the expensive package i ordered was marked as delivered two days ago but i have not received it and it is not anywhere on my property i must initiate an immediate trace,yes my i am back again jai ho it was marked as delivered two days ago but i have i received it and it is not any way on my property i must init thank you immediate trees,0.4375,4,2,8,32,0.24791789054870605
c8d3ce08-5144-73cb-763e-3b101d35e44a,78,11.635625,A pop-up window appeared on my computer screen claiming that my system was infected with multiple viruses and that I needed to call a specific phone number immediately for technical support.,A pop up window appeared on my computer screen. A pop up window appeared on my computer screen. In claiming that my system was infected with malware virus And that I needed to call a Pacific phone number immediately for technical support. court,a pop up window appeared on my computer screen claiming that my system was infected with multiple viruses and that i needed to call a specific phone number immediately for technical support,a pop up window appeared on my computer screen a pop up window appeared on my computer screen in claiming that my system was infected with malware virus and that i needed to call a pacific phone number immediately for technical support court,0.41379310344827586,2,0,10,29,0.24240922927856445
4b7a080d-1731-4a93-e876-2f7c242877b8,54,11.7895,I need to get a copy of my daughter's birth certificate for a school registration but I'm not sure which government office I need to contact or what documents are,I need to get a copy of my doctor's I need to get a copy of my doctor's Our certificate For school resi- Registration But I'm not sure Which government office I need to contact? Or what documents are,i need to get a copy of my daughters birth certificate for a school registration but i am not sure which government office i need to contact or what documents are,i need to get a copy of my doctors i need to get a copy of my doctors our certificate for school registration but i am not sure which government office i need to contact or what documents are,0.39285714285714285,1,1,9,28,0.32375311851501465
0bd493e0-8299-eb3d-4cf0-205059107f16,73,12.2889375,I'm trying to find a good recipe for a vegan chili that I can make in a slow cooker but all the ones I'm finding have very long,"I'm trying to I A good recipe for vegan chili that I came in A slow cook So I'm But Oh The The Once I'm fighting, have very long prides Bed",i am trying to find a good recipe for a vegan chili that i can make in a slow cooker but all the ones i am finding have very long,i am trying to i a good recipe for vegan chili that i came in a slow cook so i am but oh the the once i am fighting have very long prides bed,0.39285714285714285,4,1,6,28,0.596182107925415
bcdf094b-6bc3-e5eb-e041-01a8de913e32,9,10.74225,I'm trying to dispute a transaction from last month but the online form keeps giving me an error message right after I upload the supporting documents for the claim and,I'm trying to dispute a transaction from last I'm trying to dispute a transaction from last Last month But the online form keeps giving me an error message right after I upload the submission Recording documents for the Claim and,i am trying to dispute a transaction from last month but the online form keeps giving me an error message right after i upload the supporting documents for the claim and,i am trying to dispute a transaction from last i am trying to dispute a transaction from last last month but the online form keeps giving me an error message right after i upload the submission recording documents for the claim and,0.3793103448275862,1,0,10,29,0.3352072238922119
